LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
255000.0,2,1,1,22,0,0,0,0,2,0,13300.0,100800.0,46500.0,9000.0,48400.0,138900.0,12500.0,7700.0,5900.0,15300.0,11100.0,7900.0,0
27000.0,1,3,2,39,3,-1,-1,-1,-1,0,20500.0,7600.0,8400.0,39200.0,22100.0,72100.0,10400.0,4700.0,8000.0,18000.0,2600.0,17400.0,1
69000.0,1,2,1,30,1,1,-1,-1,0,-1,146800.0,68400.0,55100.0,195700.0,37600.0,62700.0,12600.0,5300.0,8700.0,8800.0,3100.0,3600.0,1
239000.0,1,1,2,42,-1,3,-1,-1,1,-1,35600.0,18600.0,25700.0,52200.0,38000.0,10900.0,10000.0,18000.0,1300.0,3100.0,6100.0,13800.0,0
114000.0,1,1,1,40,0,-1,0,0,3,0,83200.0,12500.0,82700.0,15600.0,39500.0,56300.0,2100.0,14300.0,3300.0,2200.0,19700.0,5900.0,0
210000.0,1,1,2,52,0,-1,1,0,-1,0,115100.0,4000.0,58000.0,34700.0,112600.0,17600.0,23500.0,19000.0,6900.0,12200.0,10800.0,28800.0,0
42000.0,2,1,1,34,0,1,1,0,0,0,42600.0,153600.0,51600.0,161700.0,25300.0,102000.0,8800.0,20800.0,3100.0,6400.0,4200.0,700.0,0
329000.0,2,4,1,37,0,0,-1,2,0,0,7000.0,23200.0,64300.0,33700.0,125500.0,40700.0,13000.0,10600.0,14500.0,15000.0,13100.0,13000.0,0
39000.0,1,1,2,26,0,-1,2,0,2,0,71600.0,21800.0,6000.0,92400.0,61500.0,42000.0,19800.0,400.0,12100.0,900.0,7400.0,10400.0,0
153000.0,1,1,2,33,0,0,1,0,2,-1,28200.0,36100.0,134900.0,23700.0,15100.0,51700.0,11300.0,18400.0,1500.0,3300.0,1800.0,23500.0,0
156000.0,1,2,2,39,0,0,0,-1,-1,-1,70600.0,43500.0,46700.0,86400.0,19400.0,124700.0,6800.0,21200.0,11900.0,11400.0,11500.0,1100.0,1
89000.0,1,2,1,23,0,0,1,2,0,2,56500.0,40500.0,16100.0,20500.0,44800.0,12400.0,13900.0,35600.0,25900.0,10200.0,27800.0,3500.0,0
189000.0,1,3,2,40,0,3,0,0,-1,0,41200.0,20300.0,127000.0,75400.0,8100.0,192500.0,12600.0,38600.0,13300.0,13000.0,5800.0,3300.0,1
193000.0,2,2,1,36,-1,-1,-1,0,2,-1,35800.0,136200.0,101700.0,25500.0,84100.0,36800.0,9400.0,6400.0,10000.0,39400.0,19700.0,29700.0,0
178000.0,1,1,1,34,-1,0,-1,0,0,-1,57400.0,15300.0,14400.0,50900.0,77900.0,47800.0,5000.0,7900.0,1300.0,5900.0,8400.0,30600.0,0
87000.0,2,4,1,36,0,0,0,-1,3,-1,77500.0,49100.0,65500.0,9800.0,38400.0,21000.0,10000.0,11200.0,10200.0,5800.0,3800.0,9400.0,0
74000.0,2,2,1,33,-1,2,-1,0,3,2,59500.0,44800.0,46700.0,76700.0,91100.0,63900.0,36700.0,7100.0,7800.0,4500.0,7700.0,11200.0,0
95000.0,1,1,1,37,1,2,-1,-1,-1,-1,61300.0,35100.0,15700.0,162300.0,16300.0,33300.0,6500.0,4200.0,3500.0,23000.0,5200.0,29300.0,0
65000.0,1,1,1,44,1,-1,-1,3,0,2,22300.0,41500.0,63200.0,18600.0,68600.0,25800.0,2600.0,13100.0,23300.0,6600.0,6200.0,8800.0,0
286000.0,2,3,1,48,1,0,1,0,-1,1,14000.0,14300.0,22100.0,18500.0,17800.0,54700.0,1800.0,11500.0,17200.0,4300.0,5000.0,15500.0,0
102000.0,2,1,2,30,0,3,0,0,-1,0,50000.0,31400.0,72300.0,27500.0,36200.0,26300.0,7200.0,8600.0,18100.0,14400.0,40500.0,17000.0,0
150000.0,2,1,2,38,-1,1,1,-1,0,1,93600.0,126200.0,36100.0,44000.0,12800.0,26100.0,2300.0,21500.0,10200.0,5600.0,1700.0,15900.0,0
238000.0,2,2,1,26,0,-1,0,1,0,0,82800.0,25400.0,9500.0,35000.0,145200.0,27100.0,11700.0,7700.0,11000.0,8300.0,14300.0,19000.0,0
62000.0,2,2,1,57,0,0,0,0,-1,0,48500.0,102300.0,94300.0,77800.0,71000.0,68900.0,8000.0,15100.0,7000.0,18900.0,3900.0,0.0,0
37000.0,1,2,2,42,1,0,-1,1,0,-1,33900.0,4100.0,29800.0,113100.0,113800.0,63100.0,17600.0,4600.0,7200.0,5300.0,1600.0,2700.0,0
65000.0,1,1,2,27,-1,0,0,2,0,0,46300.0,34900.0,74100.0,33800.0,18100.0,32500.0,10400.0,4400.0,7900.0,2100.0,2500.0,10100.0,0
162000.0,2,1,2,48,0,0,-1,0,1,0,33600.0,86700.0,19400.0,19900.0,17900.0,122600.0,2800.0,12700.0,9200.0,14200.0,21700.0,6400.0,0
154000.0,2,1,2,21,0,0,-1,0,0,-1,88800.0,76200.0,72300.0,38800.0,38500.0,29000.0,10300.0,16200.0,30300.0,1800.0,9200.0,7100.0,0
178000.0,1,2,2,27,1,2,1,0,0,-1,131100.0,69700.0,87300.0,36300.0,22500.0,36000.0,22600.0,4300.0,12800.0,16400.0,4300.0,5400.0,0
123000.0,2,1,1,30,-1,2,-1,3,3,0,9600.0,84100.0,31100.0,34100.0,71800.0,29000.0,4900.0,13100.0,8000.0,7700.0,3300.0,15100.0,0
10000.0,1,1,1,33,3,0,0,0,-1,0,59200.0,77600.0,77600.0,98000.0,11800.0,126100.0,4500.0,8800.0,3000.0,1600.0,15400.0,8200.0,0
120000.0,1,1,1,40,2,-1,0,0,2,0,21900.0,10400.0,1800.0,29300.0,37800.0,30100.0,25700.0,1200.0,10600.0,3500.0,8300.0,300.0,0
260000.0,2,2,1,27,-1,0,1,0,-1,0,78600.0,35400.0,75200.0,8600.0,46700.0,24200.0,7900.0,12000.0,13000.0,600.0,6800.0,7000.0,0
306000.0,1,2,1,31,-1,0,0,0,0,-1,105500.0,62800.0,53900.0,47500.0,73500.0,56300.0,14400.0,1500.0,7000.0,11300.0,24200.0,7900.0,1
143000.0,1,3,1,34,0,-1,0,0,2,-1,28200.0,14000.0,50200.0,29900.0,2900.0,31100.0,3800.0,13100.0,12100.0,27200.0,7300.0,30900.0,0
155000.0,2,1,2,41,1,0,0,-1,-1,0,26000.0,24800.0,119000.0,107200.0,38000.0,44800.0,2200.0,18500.0,1000.0,21600.0,18500.0,13000.0,1
208000.0,1,3,2,32,0,0,-1,0,-1,0,36200.0,65300.0,48400.0,82900.0,21700.0,13100.0,23600.0,4000.0,2700.0,24000.0,14500.0,5700.0,0
300000.0,1,2,2,37,0,-1,0,0,0,0,133500.0,96400.0,92500.0,21600.0,48300.0,6200.0,19200.0,28100.0,7900.0,7400.0,12400.0,29600.0,0
133000.0,2,2,1,39,0,0,-1,0,3,2,28100.0,32300.0,56300.0,38100.0,124200.0,7900.0,14300.0,6800.0,6700.0,3800.0,10000.0,4600.0,0
206000.0,1,3,1,39,0,0,0,-1,0,0,31800.0,15300.0,80800.0,70200.0,71500.0,25200.0,300.0,6600.0,9200.0,3500.0,4500.0,6900.0,0
84000.0,1,3,2,21,0,1,-1,0,1,0,43000.0,42600.0,27300.0,9600.0,64000.0,41600.0,3300.0,24900.0,33700.0,900.0,7800.0,13200.0,0
43000.0,2,1,1,37,2,0,0,-1,2,0,84200.0,16500.0,88000.0,105300.0,4300.0,66000.0,38700.0,20400.0,8000.0,40500.0,7900.0,16100.0,1
92000.0,2,1,2,21,0,2,-1,2,-1,1,43400.0,22000.0,56400.0,35200.0,15000.0,2800.0,6300.0,10000.0,47300.0,20000.0,18500.0,8300.0,0
347000.0,1,2,2,35,0,1,0,1,0,0,59100.0,91800.0,44400.0,27000.0,61300.0,15400.0,26600.0,19100.0,1400.0,14300.0,5800.0,10100.0,0
208000.0,1,2,1,33,-1,0,3,-1,0,2,60700.0,88200.0,38200.0,21000.0,36500.0,86300.0,15400.0,17300.0,1700.0,13000.0,28700.0,5000.0,0
47000.0,2,2,1,41,3,2,0,2,0,1,38000.0,48200.0,43500.0,19700.0,48700.0,28300.0,3000.0,29900.0,16100.0,800.0,5000.0,7700.0,0
215000.0,2,2,1,21,-1,0,1,0,0,0,6400.0,37400.0,117300.0,34800.0,37800.0,20600.0,27800.0,22900.0,9700.0,2600.0,200.0,1600.0,0
50000.0,2,1,1,25,0,-1,0,2,0,2,15000.0,135100.0,64200.0,17300.0,3900.0,60300.0,21400.0,7600.0,9900.0,20500.0,2000.0,14700.0,0
176000.0,1,2,1,31,0,0,1,1,3,-1,24000.0,133100.0,6600.0,142000.0,85600.0,127100.0,4200.0,10000.0,5300.0,7900.0,9100.0,800.0,0
60000.0,2,1,2,31,-1,3,0,0,-1,-1,63100.0,44600.0,16800.0,31200.0,102200.0,22300.0,10600.0,7900.0,600.0,10100.0,17200.0,3100.0,1
44000.0,2,2,2,37,-1,1,0,0,0,1,52000.0,33700.0,45600.0,25600.0,54100.0,116500.0,7700.0,20000.0,17300.0,45500.0,20400.0,53900.0,0
385000.0,1,3,1,24,2,0,0,-1,1,-1,57800.0,76500.0,71100.0,42500.0,87400.0,88200.0,12200.0,20900.0,29500.0,11000.0,3700.0,4300.0,1
102000.0,2,2,2,37,0,1,0,1,-1,0,47800.0,38100.0,34500.0,81400.0,82700.0,115500.0,33200.0,400.0,15600.0,4800.0,300.0,8400.0,0
206000.0,2,2,2,34,-1,-1,-1,2,0,3,32800.0,21200.0,1900.0,84000.0,100600.0,37700.0,4100.0,4400.0,6800.0,1900.0,24000.0,8400.0,0
138000.0,2,1,1,48,-1,-1,0,0,0,-1,17300.0,27300.0,24800.0,7800.0,27500.0,12500.0,15000.0,4700.0,22400.0,17900.0,4100.0,4900.0,0
54000.0,1,1,2,25,0,0,0,-1,2,0,64000.0,50500.0,36700.0,1900.0,46100.0,35200.0,10600.0,18400.0,5000.0,3200.0,17600.0,13300.0,0
111000.0,2,2,1,43,-1,0,0,0,0,-1,50600.0,106200.0,36400.0,96100.0,78800.0,83200.0,9500.0,24000.0,12500.0,2600.0,3500.0,26700.0,1
55000.0,1,3,2,33,0,2,0,-1,-1,0,25200.0,43500.0,33700.0,17100.0,20100.0,108900.0,3300.0,3700.0,27700.0,16700.0,2600.0,22800.0,0
570000.0,1,1,1,29,0,-1,0,0,-1,0,24700.0,17900.0,18400.0,107000.0,39900.0,147100.0,6000.0,4800.0,10600.0,4900.0,3000.0,4600.0,0
232000.0,1,2,2,49,-1,0,0,0,3,0,28200.0,12500.0,4800.0,17700.0,25400.0,39200.0,7300.0,8600.0,15400.0,27300.0,8700.0,10400.0,0
136000.0,2,1,2,31,0,0,0,0,1,0,36800.0,16700.0,7000.0,41100.0,76800.0,41300.0,2100.0,18300.0,4300.0,6300.0,9400.0,29200.0,0
198000.0,2,2,1,39,0,-1,0,1,0,0,65400.0,71200.0,44800.0,13000.0,13300.0,22700.0,5100.0,10200.0,1000.0,15400.0,13300.0,4700.0,0
222000.0,2,2,2,33,1,0,-1,-1,-1,0,55300.0,24500.0,106400.0,23600.0,96900.0,55200.0,20500.0,5000.0,23100.0,19800.0,8600.0,2700.0,0
222000.0,1,2,1,33,-1,1,0,0,0,0,9500.0,55700.0,92900.0,111100.0,26900.0,14100.0,10400.0,5000.0,19400.0,8700.0,11600.0,26400.0,0
216000.0,1,2,1,40,0,-1,0,0,0,-1,15900.0,65700.0,66000.0,19400.0,52100.0,46800.0,18400.0,29100.0,6900.0,4500.0,4900.0,1000.0,1
204000.0,2,2,2,42,-1,2,0,1,0,-1,12100.0,29900.0,58700.0,33800.0,59900.0,25500.0,4400.0,23700.0,12100.0,4500.0,17200.0,21400.0,0
144000.0,2,2,2,28,0,0,0,0,3,-1,85600.0,66800.0,42800.0,49900.0,69700.0,87700.0,1100.0,8700.0,11700.0,300.0,1600.0,31600.0,0
366000.0,1,3,1,29,-1,0,0,-1,0,0,89500.0,53800.0,62100.0,46500.0,138800.0,6800.0,1300.0,18400.0,31000.0,5300.0,7000.0,6800.0,0
151000.0,1,1,2,21,0,-1,0,0,0,0,165600.0,22700.0,16500.0,62300.0,14500.0,53500.0,2200.0,20000.0,100.0,30800.0,4700.0,20000.0,0
139000.0,1,2,2,32,0,0,-1,-1,0,1,61600.0,13900.0,43100.0,25300.0,26500.0,62700.0,16400.0,100.0,25100.0,12700.0,14900.0,18600.0,1
152000.0,1,2,2,48,0,1,0,-1,0,0,50500.0,17200.0,10300.0,70400.0,15000.0,65900.0,13800.0,17500.0,7300.0,16700.0,25200.0,100.0,0
160000.0,1,1,2,49,-1,1,0,0,3,1,135500.0,79700.0,35800.0,21600.0,7500.0,144100.0,28700.0,4800.0,300.0,3000.0,7000.0,5400.0,0
27000.0,2,2,2,35,0,3,-1,-1,-1,2,16800.0,32000.0,45100.0,13500.0,47500.0,31800.0,16300.0,10200.0,36900.0,22100.0,10500.0,7000.0,0
65000.0,2,1,2,49,-1,0,0,0,0,0,49500.0,102800.0,47000.0,32700.0,56000.0,36200.0,4200.0,13900.0,24400.0,28800.0,3100.0,10600.0,0
123000.0,1,1,1,45,0,0,0,0,3,2,58400.0,83900.0,55500.0,36600.0,12500.0,28700.0,400.0,8800.0,5500.0,6600.0,23800.0,5300.0,1
25000.0,2,2,1,41,1,2,2,-1,0,-1,21300.0,72100.0,19800.0,44200.0,30000.0,56800.0,5400.0,18400.0,3400.0,1500.0,7300.0,5000.0,1
136000.0,1,1,2,24,-1,0,-1,2,0,1,27900.0,80200.0,32400.0,7300.0,114200.0,65800.0,18900.0,15700.0,9900.0,4400.0,2700.0,8700.0,0
159000.0,2,3,2,33,0,-1,0,0,0,0,128700.0,31700.0,66000.0,17700.0,74100.0,18100.0,4800.0,13800.0,8400.0,6600.0,4000.0,3400.0,0
41000.0,1,2,1,26,0,-1,0,1,0,0,45800.0,18100.0,96100.0,57700.0,130300.0,28900.0,8900.0,4600.0,20400.0,8600.0,11200.0,7200.0,0
79000.0,2,2,1,25,-1,0,0,0,-1,0,69600.0,52400.0,36100.0,22900.0,51000.0,43200.0,20200.0,7200.0,4600.0,12400.0,22100.0,7800.0,0
314000.0,2,4,1,38,0,-1,1,1,0,-1,43000.0,10400.0,93800.0,14800.0,107200.0,4000.0,10700.0,6400.0,6700.0,12400.0,5100.0,16300.0,0
200000.0,1,1,2,40,0,3,0,-1,0,0,3500.0,48300.0,61700.0,103200.0,48600.0,76300.0,4400.0,14100.0,16500.0,10500.0,10100.0,16500.0,0
192000.0,2,1,2,21,0,0,0,-1,-1,0,19200.0,11200.0,31300.0,51100.0,26200.0,47200.0,12300.0,12800.0,6300.0,15800.0,2300.0,15400.0,1
289000.0,1,3,2,31,0,-1,2,-1,0,-1,23100.0,39400.0,31400.0,9900.0,27300.0,45800.0,2600.0,16400.0,12700.0,4100.0,13600.0,5800.0,0
66000.0,1,3,1,25,0,0,-1,-1,0,1,36100.0,21700.0,45000.0,17200.0,88200.0,152600.0,11700.0,46200.0,12300.0,20000.0,36100.0,14100.0,0
41000.0,2,1,2,35,-1,1,0,2,-1,0,125600.0,30700.0,21600.0,148100.0,77000.0,36600.0,3700.0,25900.0,33800.0,7400.0,3200.0,500.0,0
264000.0,2,3,1,28,0,-1,3,0,0,1,28100.0,8500.0,25100.0,36400.0,38400.0,56700.0,1000.0,13600.0,35500.0,7200.0,15100.0,39900.0,0
126000.0,1,2,1,38,2,0,0,-1,-1,0,6200.0,64200.0,46600.0,72300.0,33800.0,11100.0,12800.0,1700.0,2500.0,18400.0,6700.0,43200.0,0
64000.0,2,1,2,46,-1,0,-1,-1,1,-1,44500.0,56200.0,58700.0,71300.0,42000.0,80200.0,7200.0,26800.0,6100.0,29900.0,12300.0,9400.0,0
27000.0,2,2,2,36,1,-1,0,0,1,0,65400.0,39800.0,14200.0,9000.0,30200.0,26100.0,5100.0,1600.0,7400.0,1100.0,7200.0,9000.0,0
153000.0,2,3,2,42,0,-1,0,1,0,1,46300.0,7600.0,60000.0,18100.0,2200.0,49700.0,5200.0,14500.0,7400.0,3700.0,7200.0,43600.0,1
115000.0,2,2,2,47,0,1,0,-1,0,0,17900.0,118800.0,103500.0,87400.0,28000.0,83600.0,16500.0,10000.0,20600.0,7900.0,1100.0,5400.0,0
100000.0,2,2,1,36,-1,0,0,0,0,0,92400.0,25400.0,57000.0,46300.0,85800.0,31600.0,2500.0,1700.0,25500.0,17100.0,14400.0,11400.0,0
11000.0,2,1,1,23,-1,1,2,-1,2,3,79400.0,127200.0,43100.0,91100.0,32800.0,33800.0,5400.0,22900.0,43800.0,4100.0,3800.0,10900.0,0
363000.0,1,3,2,24,1,-1,0,0,0,1,42000.0,1800.0,62500.0,28600.0,3000.0,86500.0,1900.0,2100.0,15400.0,28400.0,4600.0,20300.0,0
34000.0,1,1,1,34,1,0,-1,0,-1,2,12600.0,46500.0,18700.0,13300.0,42500.0,21800.0,1200.0,12400.0,5200.0,3900.0,18600.0,7900.0,0
108000.0,2,1,2,51,0,0,0,-1,-1,0,22700.0,32500.0,48800.0,30400.0,101900.0,58900.0,23500.0,5500.0,600.0,16600.0,22500.0,12700.0,0
94000.0,2,3,2,21,2,-1,-1,-1,0,1,102800.0,45700.0,133600.0,2300.0,49400.0,91800.0,12900.0,12400.0,9700.0,5200.0,11400.0,5600.0,0
204000.0,1,3,2,39,-1,0,0,-1,0,0,21700.0,56200.0,131000.0,40700.0,53400.0,60600.0,25100.0,16900.0,900.0,7600.0,17000.0,34400.0,0
27000.0,1,2,1,37,-1,-1,-1,2,-1,2,78800.0,12800.0,20600.0,21400.0,63200.0,31200.0,9200.0,10400.0,1800.0,7200.0,40400.0,20600.0,0
187000.0,2,1,2,40,3,-1,0,0,0,-1,55600.0,79500.0,33400.0,12500.0,101500.0,57300.0,6400.0,5700.0,700.0,2100.0,25000.0,14200.0,0
154000.0,1,2,1,34,0,0,0,0,2,0,24900.0,38600.0,156000.0,37400.0,11400.0,39100.0,12400.0,2600.0,3200.0,6400.0,7300.0,14100.0,0
76000.0,2,3,2,35,0,0,0,-1,3,-1,53400.0,29800.0,29600.0,37800.0,38600.0,57900.0,9200.0,2200.0,13600.0,3400.0,34400.0,6700.0,0
182000.0,2,2,1,35,0,0,0,2,0,-1,55200.0,150700.0,26400.0,77600.0,28000.0,56200.0,3400.0,20500.0,7300.0,16100.0,7300.0,6900.0,0
135000.0,2,1,2,25,0,-1,-1,2,-1,-1,65400.0,8800.0,14600.0,83500.0,16200.0,2300.0,21600.0,15700.0,8300.0,5900.0,3800.0,14100.0,0
420000.0,1,3,1,21,-1,0,0,0,0,1,109500.0,59100.0,27100.0,46500.0,37000.0,59000.0,10900.0,9900.0,16000.0,3600.0,26200.0,600.0,0
115000.0,1,3,2,53,0,2,0,0,3,0,43800.0,91400.0,59600.0,40100.0,20700.0,11800.0,3500.0,6900.0,1800.0,6900.0,1900.0,21200.0,0
57000.0,1,2,2,33,-1,2,0,1,1,1,34400.0,86300.0,57600.0,34800.0,9400.0,53000.0,3800.0,8900.0,4700.0,11300.0,4100.0,3600.0,0
188000.0,1,3,2,25,0,0,3,-1,1,-1,11200.0,22400.0,10400.0,50000.0,17600.0,72000.0,31600.0,32500.0,5500.0,9200.0,15000.0,12600.0,0
104000.0,2,1,1,45,1,1,0,1,0,0,19700.0,59000.0,47900.0,37800.0,118400.0,51400.0,14000.0,4800.0,4300.0,9000.0,10100.0,1200.0,0
133000.0,1,2,1,31,0,-1,3,0,-1,0,127100.0,31900.0,91800.0,122200.0,10100.0,25800.0,9400.0,1500.0,10800.0,1000.0,6600.0,1600.0,0
41000.0,2,1,2,37,1,-1,-1,1,3,0,27200.0,8100.0,55000.0,25600.0,83000.0,66400.0,16700.0,15600.0,13000.0,5700.0,2500.0,13300.0,0
206000.0,2,3,2,39,0,-1,0,-1,0,0,128100.0,52200.0,900.0,34800.0,14900.0,48800.0,11100.0,8800.0,5000.0,3500.0,23500.0,3100.0,0
90000.0,2,3,1,29,0,1,0,3,0,-1,31000.0,23700.0,89600.0,86000.0,6800.0,22300.0,7100.0,35700.0,15200.0,6300.0,16200.0,8600.0,0
163000.0,1,3,1,41,-1,0,0,1,0,0,50900.0,52200.0,21000.0,57300.0,25000.0,84100.0,19300.0,2200.0,11500.0,27900.0,7300.0,31000.0,0
489000.0,1,2,1,33,0,1,0,0,0,-1,33500.0,37600.0,13200.0,22700.0,42900.0,97500.0,6600.0,3100.0,2500.0,6400.0,17000.0,7800.0,0
109000.0,2,2,2,43,0,0,0,1,0,1,35200.0,49600.0,75600.0,34900.0,43300.0,11000.0,10900.0,4900.0,5300.0,17000.0,9700.0,6900.0,0
226000.0,2,3,1,45,0,-1,0,0,0,1,64200.0,50100.0,82300.0,56100.0,60700.0,29100.0,12600.0,21000.0,1900.0,30500.0,13800.0,10100.0,0
115000.0,1,2,2,42,-1,0,0,1,-1,0,57600.0,68000.0,99300.0,20900.0,39200.0,95600.0,28000.0,15500.0,2400.0,5900.0,1300.0,7100.0,0
77000.0,1,1,2,21,-1,-1,-1,3,0,-1,29500.0,21700.0,42700.0,33400.0,36600.0,26500.0,1300.0,4200.0,3000.0,10300.0,8500.0,14600.0,1
322000.0,1,1,2,38,0,0,0,0,-1,1,155300.0,56800.0,48500.0,42200.0,12100.0,34700.0,6800.0,5400.0,11400.0,4300.0,12500.0,32500.0,0
19000.0,2,3,2,44,0,-1,0,0,-1,-1,41300.0,55700.0,33700.0,17300.0,38700.0,62200.0,12000.0,1300.0,9600.0,4600.0,23600.0,33500.0,0
267000.0,1,2,1,33,0,3,0,0,0,-1,86200.0,43200.0,77000.0,42200.0,17700.0,61200.0,12900.0,10800.0,14300.0,2400.0,27000.0,26600.0,0
16000.0,1,1,2,21,0,2,-1,-1,0,1,65800.0,55200.0,26900.0,15600.0,43800.0,131300.0,5400.0,10800.0,19700.0,8900.0,5800.0,24300.0,0
248000.0,1,2,2,33,-1,0,-1,2,0,0,96600.0,40900.0,65600.0,36600.0,120600.0,14400.0,7800.0,2600.0,2200.0,17100.0,10600.0,9200.0,0
135000.0,1,3,2,25,0,1,0,3,1,1,66800.0,12000.0,40200.0,37300.0,51300.0,47500.0,2200.0,8600.0,20000.0,7300.0,8000.0,4600.0,0
57000.0,1,1,1,35,3,1,0,1,0,2,48800.0,73900.0,33400.0,21200.0,17300.0,25700.0,5000.0,13300.0,17700.0,16000.0,1100.0,11800.0,0
96000.0,1,1,1,31,2,0,-1,0,0,2,2600.0,33700.0,111100.0,74200.0,163000.0,48400.0,9900.0,30500.0,38900.0,7100.0,16900.0,30500.0,0
218000.0,2,3,2,38,0,0,2,1,0,1,21400.0,89400.0,19700.0,16400.0,56300.0,21400.0,17800.0,1700.0,12100.0,9200.0,3700.0,18900.0,0
459000.0,1,1,2,21,1,0,-1,-1,0,0,48100.0,54200.0,14300.0,47600.0,102800.0,79100.0,6000.0,12000.0,10100.0,33500.0,44400.0,11800.0,0
28000.0,1,3,2,46,0,-1,3,-1,-1,0,30500.0,26500.0,18400.0,75300.0,43500.0,143400.0,7000.0,15400.0,2400.0,3500.0,16300.0,5000.0,0
60000.0,2,1,2,41,-1,-1,0,0,2,0,39000.0,48300.0,66900.0,60300.0,2800.0,17300.0,7900.0,4600.0,12300.0,12900.0,11400.0,10300.0,0
38000.0,1,1,2,25,1,0,0,3,2,0,25000.0,9500.0,37000.0,51300.0,29600.0,39300.0,7000.0,8900.0,7000.0,19800.0,8000.0,13700.0,1
115000.0,1,3,2,36,0,0,0,0,2,0,109100.0,25400.0,47100.0,69300.0,21000.0,47800.0,0.0,11000.0,7400.0,24000.0,17700.0,18900.0,0
253000.0,2,1,1,43,-1,0,1,1,-1,1,7000.0,40000.0,158600.0,31700.0,53800.0,67800.0,8100.0,25600.0,10700.0,42000.0,8700.0,4500.0,0
33000.0,1,1,1,30,0,2,-1,0,2,0,58000.0,89100.0,18500.0,87200.0,96900.0,24800.0,32200.0,12100.0,17000.0,23300.0,29400.0,17600.0,0
132000.0,1,3,1,34,0,0,0,1,0,2,77000.0,38800.0,21300.0,28500.0,33200.0,79900.0,19100.0,27900.0,19900.0,5000.0,13000.0,15400.0,0
248000.0,2,2,1,21,-1,-1,2,-1,0,2,49100.0,56100.0,45000.0,13900.0,47100.0,32700.0,12300.0,1300.0,6600.0,6100.0,34300.0,5200.0,0
94000.0,2,2,1,21,2,2,-1,0,1,0,31600.0,4600.0,59400.0,45400.0,63900.0,10700.0,14300.0,16800.0,10600.0,9500.0,6900.0,7400.0,0
155000.0,2,2,2,23,0,1,0,2,0,0,27200.0,17300.0,26900.0,55900.0,67200.0,37100.0,19500.0,8600.0,8600.0,8800.0,1100.0,2800.0,0
306000.0,1,2,2,30,1,2,1,0,1,1,33900.0,24000.0,52800.0,109600.0,58900.0,50700.0,17800.0,8500.0,32600.0,10000.0,10500.0,3400.0,0
50000.0,1,3,2,50,3,-1,-1,3,2,0,24700.0,96000.0,9100.0,17000.0,54500.0,20700.0,3500.0,12800.0,6100.0,9900.0,21300.0,4000.0,0
21000.0,2,1,2,35,0,-1,-1,-1,-1,0,23700.0,50900.0,31500.0,148900.0,11500.0,16900.0,4800.0,4900.0,14900.0,1700.0,2600.0,8900.0,0
169000.0,2,2,1,21,0,3,1,0,0,1,46800.0,30600.0,59400.0,4600.0,39700.0,35600.0,9400.0,31800.0,11700.0,19200.0,5600.0,15500.0,0
173000.0,1,2,2,36,-1,0,0,-1,-1,0,75200.0,127700.0,49800.0,46300.0,37600.0,21800.0,6900.0,15700.0,15200.0,16400.0,2500.0,4700.0,0
89000.0,1,1,1,38,1,0,2,-1,0,0,14900.0,26700.0,27900.0,36600.0,36400.0,10600.0,12300.0,2900.0,42000.0,9900.0,13600.0,22600.0,0
75000.0,1,2,1,28,0,0,0,0,-1,-1,11200.0,54400.0,21400.0,20000.0,125800.0,40900.0,19200.0,16700.0,4700.0,17100.0,7300.0,1700.0,0
137000.0,1,1,1,35,0,0,-1,0,-1,0,15000.0,76100.0,72200.0,81300.0,59400.0,72100.0,4600.0,6200.0,16200.0,9500.0,14300.0,4800.0,0
50000.0,1,1,2,45,-1,0,1,0,0,-1,48600.0,109800.0,17000.0,116300.0,215100.0,43500.0,4300.0,20200.0,700.0,26300.0,8700.0,3900.0,0
50000.0,1,1,1,32,0,1,-1,1,3,0,70300.0,91100.0,77300.0,21200.0,37400.0,28600.0,3000.0,15200.0,11400.0,33200.0,16000.0,500.0,0
217000.0,2,2,2,31,-1,0,-1,-1,0,0,14400.0,37800.0,24100.0,34700.0,50300.0,40000.0,16600.0,10100.0,16300.0,8900.0,39700.0,35400.0,0
46000.0,2,1,1,28,0,2,0,2,2,1,8400.0,67600.0,49700.0,31400.0,15100.0,76400.0,29700.0,4600.0,2900.0,9900.0,17200.0,5200.0,0
23000.0,1,2,2,39,0,-1,0,1,1,3,70500.0,19200.0,7700.0,85600.0,38500.0,18300.0,2300.0,13700.0,6900.0,22900.0,19900.0,24000.0,1
75000.0,1,1,2,30,1,0,2,-1,3,0,42900.0,95500.0,79900.0,27400.0,46900.0,71000.0,13600.0,11300.0,14600.0,6400.0,16000.0,16300.0,1
91000.0,1,2,2,35,1,-1,1,3,0,-1,53100.0,104900.0,100700.0,48600.0,65000.0,59600.0,7600.0,11300.0,2400.0,3200.0,19600.0,6800.0,0
187000.0,2,1,2,27,2,-1,-1,2,-1,-1,97100.0,8900.0,49700.0,38200.0,14500.0,54400.0,16700.0,8400.0,11900.0,1000.0,8000.0,4500.0,0
